ID	text,image	text,image	text,image
3111	neutral,positive	negative,negative	neutral,neutral
3112	negative,neutral	neutral,neutral	neutral,neutral
3113	neutral,neutral	positive,positive	neutral,neutral
3114	positive,positive	neutral,neutral	positive,neutral
3115	neutral,neutral	neutral,neutral	neutral,positive
3116	positive,positive	neutral,neutral	neutral,neutral
3117	negative,negative	negative,negative	neutral,neutral
3118	neutral,neutral	neutral,neutral	positive,positive
3119	positive,positive	neutral,neutral	positive,positive
3120	negative,negative	neutral,negative	negative,negative
3121	positive,positive	positive,positive	neutral,neutral
3122	positive,positive	positive,neutral	neutral,neutral
3123	negative,negative	positive,neutral	positive,positive
3124	positive,neutral	positive,neutral	neutral,neutral
3125	positive,neutral	positive,neutral	neutral,neutral
3127	neutral,negative	neutral,negative	neutral,neutral
3128	positive,neutral	positive,neutral	positive,neutral
3129	neutral,neutral	neutral,neutral	neutral,neutral
3130	positive,positive	positive,positive	positive,neutral
3131	positive,neutral	positive,neutral	neutral,neutral
3132	neutral,neutral	neutral,positive	neutral,positive
3133	positive,positive	neutral,neutral	positive,neutral
3134	negative,negative	negative,negative	positive,positive
3135	negative,negative	negative,negative	neutral,neutral
3136	neutral,neutral	neutral,neutral	neutral,neutral
3137	neutral,neutral	negative,neutral	neutral,neutral
3138	positive,neutral	neutral,neutral	neutral,neutral
3139	positive,positive	neutral,positive	positive,positive
3140	neutral,neutral	neutral,neutral	neutral,neutral
3141	positive,positive	negative,negative	negative,neutral
3142	neutral,neutral	neutral,neutral	neutral,neutral
3143	neutral,neutral	neutral,negative	neutral,neutral
3144	neutral,neutral	neutral,positive	neutral,neutral
3145	neutral,neutral	neutral,neutral	neutral,neutral
3146	positive,negative	neutral,positive	neutral,neutral
3147	positive,positive	positive,positive	neutral,neutral
3148	positive,neutral	neutral,neutral	positive,negative
3149	neutral,neutral	neutral,neutral	neutral,neutral
3151	positive,neutral	negative,negative	positive,positive
3152	neutral,neutral	positive,positive	positive,positive
3153	negative,negative	negative,negative	neutral,negative
3154	negative,negative	negative,negative	negative,negative
3155	negative,negative	positive,neutral	negative,negative
3156	positive,positive	positive,positive	neutral,neutral
3157	negative,negative	negative,negative	neutral,neutral
3158	negative,negative	positive,positive	positive,positive
3159	positive,positive	positive,neutral	positive,positive
3160	neutral,neutral	neutral,positive	neutral,neutral
3161	neutral,positive	neutral,neutral	neutral,neutral
3162	positive,neutral	neutral,negative	neutral,neutral
3163	neutral,neutral	positive,positive	positive,positive
3164	negative,negative	negative,negative	negative,negative
3165	neutral,neutral	neutral,neutral	neutral,neutral
3167	neutral,neutral	neutral,neutral	neutral,neutral
3168	positive,positive	positive,positive	positive,positive
3169	neutral,neutral	positive,positive	positive,negative
3170	neutral,negative	neutral,positive	neutral,negative
3171	neutral,positive	positive,positive	neutral,neutral
3172	positive,positive	positive,neutral	negative,negative
3173	positive,positive	neutral,neutral	neutral,neutral
3174	neutral,neutral	positive,negative	neutral,neutral
3175	neutral,neutral	neutral,positive	neutral,neutral
3176	neutral,positive	positive,positive	neutral,positive
3178	neutral,neutral	positive,positive	positive,positive
3179	neutral,neutral	positive,positive	negative,negative
3180	neutral,neutral	negative,negative	neutral,negative
3181	neutral,neutral	neutral,neutral	neutral,negative
3182	positive,positive	positive,positive	negative,negative
3183	neutral,positive	neutral,positive	neutral,neutral
3184	neutral,neutral	positive,neutral	neutral,neutral
3185	neutral,positive	neutral,positive	negative,neutral
3186	negative,negative	neutral,neutral	neutral,neutral
3187	neutral,neutral	positive,positive	positive,positive
3188	negative,negative	positive,positive	neutral,neutral
3189	positive,positive	positive,positive	neutral,neutral
3190	positive,positive	positive,positive	neutral,negative
3191	positive,positive	neutral,negative	positive,positive
3192	negative,negative	negative,negative	neutral,neutral
3193	positive,neutral	neutral,neutral	neutral,positive
3194	positive,neutral	neutral,neutral	positive,positive
3195	positive,positive	positive,positive	positive,positive
3196	positive,positive	neutral,neutral	neutral,neutral
3197	negative,negative	positive,negative	neutral,neutral
3198	negative,negative	positive,positive	neutral,neutral
3199	positive,negative	neutral,neutral	neutral,neutral
3200	neutral,neutral	neutral,neutral	neutral,neutral
3201	positive,neutral	negative,negative	neutral,neutral
3202	neutral,neutral	negative,negative	neutral,neutral
3203	negative,negative	negative,negative	neutral,neutral
3205	neutral,negative	negative,negative	neutral,negative
3206	neutral,positive	positive,positive	positive,positive
3207	neutral,neutral	neutral,negative	neutral,neutral
3208	neutral,positive	positive,positive	neutral,positive
3210	neutral,neutral	neutral,neutral	neutral,neutral
3211	negative,negative	positive,positive	neutral,neutral
3212	neutral,neutral	neutral,neutral	neutral,positive
3213	positive,positive	positive,neutral	neutral,neutral
3214	positive,positive	positive,neutral	positive,positive
3215	neutral,neutral	positive,neutral	neutral,neutral
3216	negative,negative	negative,positive	neutral,neutral
3217	positive,positive	neutral,neutral	neutral,neutral
3218	positive,positive	positive,positive	positive,positive
3219	positive,positive	positive,positive	positive,neutral
3220	neutral,negative	neutral,neutral	positive,neutral
3221	neutral,negative	neutral,neutral	neutral,negative
3222	negative,neutral	negative,negative	negative,neutral
3223	neutral,neutral	positive,positive	neutral,neutral
3224	positive,positive	positive,positive	neutral,neutral
3225	positive,negative	neutral,negative	positive,positive
3226	neutral,neutral	negative,negative	positive,positive
3227	neutral,neutral	neutral,neutral	neutral,neutral
3228	neutral,positive	neutral,positive	neutral,neutral
3229	negative,neutral	neutral,negative	negative,negative
3230	negative,positive	negative,negative	neutral,positive
3231	neutral,neutral	positive,neutral	positive,positive
3232	positive,positive	neutral,positive	positive,positive
3233	neutral,neutral	neutral,neutral	positive,neutral
3234	neutral,neutral	positive,positive	positive,positive
3235	neutral,positive	neutral,positive	positive,positive
3236	positive,positive	neutral,neutral	neutral,positive
3237	neutral,neutral	positive,positive	positive,positive
3238	neutral,neutral	negative,positive	negative,negative
3239	positive,positive	positive,positive	positive,positive
3240	negative,negative	neutral,neutral	neutral,neutral
3241	positive,neutral	positive,neutral	positive,neutral
3242	negative,negative	positive,positive	neutral,neutral
3243	positive,neutral	positive,positive	positive,positive
3244	positive,positive	positive,positive	neutral,neutral
3245	negative,negative	negative,negative	neutral,neutral
3246	neutral,neutral	neutral,neutral	neutral,neutral
3247	neutral,neutral	negative,neutral	neutral,neutral
3248	negative,negative	negative,negative	negative,negative
3249	positive,positive	positive,positive	positive,positive
3250	positive,neutral	neutral,neutral	neutral,neutral
3251	negative,neutral	negative,neutral	negative,neutral
3252	positive,positive	neutral,neutral	neutral,neutral
3253	neutral,neutral	neutral,neutral	neutral,neutral
3254	neutral,neutral	neutral,neutral	neutral,neutral
3255	neutral,neutral	negative,positive	positive,positive
3256	positive,positive	positive,positive	neutral,neutral
3257	positive,positive	neutral,neutral	positive,positive
3258	positive,neutral	neutral,neutral	negative,negative
3259	positive,positive	positive,positive	neutral,neutral
3260	neutral,negative	negative,negative	neutral,neutral
3261	negative,negative	neutral,neutral	positive,positive
3262	positive,positive	positive,positive	neutral,neutral
3263	positive,positive	neutral,neutral	neutral,positive
3264	neutral,neutral	positive,positive	neutral,positive
3265	neutral,neutral	neutral,neutral	neutral,neutral
3266	positive,positive	positive,neutral	positive,neutral
3267	neutral,neutral	positive,neutral	neutral,neutral
3268	positive,positive	positive,positive	neutral,neutral
3269	positive,positive	neutral,negative	neutral,neutral
3270	neutral,neutral	positive,negative	positive,neutral
3271	neutral,negative	neutral,negative	neutral,neutral
3272	neutral,neutral	positive,positive	negative,negative
3273	neutral,neutral	neutral,neutral	negative,negative
3274	negative,neutral	negative,negative	negative,negative
3275	neutral,neutral	neutral,neutral	neutral,neutral
3276	neutral,neutral	neutral,positive	positive,positive
3277	negative,positive	negative,positive	neutral,neutral
3278	neutral,neutral	positive,negative	positive,neutral
3279	positive,positive	positive,positive	neutral,neutral
3280	positive,positive	neutral,negative	negative,negative
3281	neutral,positive	positive,positive	neutral,positive
3282	positive,positive	neutral,neutral	neutral,neutral
3283	neutral,neutral	negative,negative	negative,negative
3284	neutral,neutral	positive,neutral	neutral,neutral
3285	positive,positive	positive,positive	neutral,neutral
3286	neutral,positive	neutral,positive	neutral,neutral
3287	neutral,neutral	neutral,neutral	negative,negative
3288	neutral,neutral	positive,positive	positive,positive
3289	neutral,neutral	neutral,neutral	neutral,neutral
3290	negative,negative	neutral,negative	neutral,neutral
3291	neutral,positive	neutral,positive	neutral,negative
3292	neutral,neutral	neutral,neutral	neutral,neutral
3293	positive,positive	neutral,neutral	neutral,neutral
3294	neutral,positive	neutral,neutral	neutral,neutral
3295	neutral,neutral	positive,negative	neutral,neutral
3296	negative,negative	negative,negative	neutral,negative
3297	positive,positive	neutral,neutral	neutral,positive
3298	positive,positive	positive,neutral	neutral,neutral
3299	negative,negative	positive,positive	positive,neutral
3300	neutral,neutral	negative,negative	neutral,neutral
3301	positive,neutral	neutral,neutral	positive,positive
3303	positive,positive	neutral,neutral	positive,positive
3304	positive,positive	positive,neutral	neutral,negative
3305	positive,positive	positive,positive	positive,positive
3306	negative,negative	neutral,negative	neutral,neutral
3307	positive,positive	positive,positive	positive,positive
3308	neutral,neutral	neutral,neutral	positive,neutral
3309	positive,positive	positive,positive	positive,positive
3310	neutral,positive	negative,negative	neutral,neutral
3311	neutral,neutral	positive,positive	positive,positive
3312	positive,positive	neutral,neutral	positive,neutral
3313	negative,neutral	negative,negative	negative,neutral
3314	neutral,neutral	neutral,neutral	neutral,positive
3315	neutral,neutral	neutral,positive	positive,neutral
3316	neutral,positive	negative,neutral	neutral,negative
3317	neutral,neutral	positive,positive	neutral,neutral
3319	positive,positive	neutral,neutral	negative,negative
3320	neutral,neutral	positive,positive	positive,positive
3321	negative,neutral	neutral,negative	negative,negative
